Class Number,Class Name,Unique Number,Division,Days,Time,Location,Instructor,Flags,Core,Description
M,408C DIFFEREN AND INTEGRAL CALCULUS,53725,Lower,MWF,9:00 a.m.-10:00 a.m.,PMA 4.102,"SMITH, ISAAC",Quantitative Reasoning,Mathematics,
M,408C DIFFEREN AND INTEGRAL CALCULUS,53730,Lower,MWF,9:00 a.m.-10:00 a.m.,PMA 4.102,"SMITH, ISAAC",Quantitative Reasoning,Mathematics,
M,408C DIFFEREN AND INTEGRAL CALCULUS,53735,Lower,MWF,2:00 p.m.-3:00 p.m.,PMA 4.102,"TREISMAN, PHILIP U",Quantitative Reasoning,Mathematics,
M,408C DIFFEREN AND INTEGRAL CALCULUS,53740,Lower,MWF,2:00 p.m.-3:00 p.m.,PMA 4.102,"TREISMAN, PHILIP U",Quantitative Reasoning,Mathematics,
M,408C DIFFEREN AND INTEGRAL CALCULUS,53745,Lower,TTH,2:00 p.m.-3:30 p.m.,PMA 4.102,"KILEEL, JOSEPH DAVID",Quantitative Reasoning,Mathematics,
M,408C DIFFEREN AND INTEGRAL CALCULUS,53750,Lower,TTH,2:00 p.m.-3:30 p.m.,PMA 4.102,"KILEEL, JOSEPH DAVID",Quantitative Reasoning,Mathematics,
M,408C DIFFEREN AND INTEGRAL CALCULUS,53755,Lower,TTH,3:30 p.m.-5:00 p.m.,CPE 2.208,"DELGADINO, MATIAS GONZALO",Quantitative Reasoning,Mathematics,
M,408C DIFFEREN AND INTEGRAL CALCULUS,53760,Lower,TTH,3:30 p.m.-5:00 p.m.,CPE 2.208,"DELGADINO, MATIAS GONZALO",Quantitative Reasoning,Mathematics,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53765,Lower,MWF,8:00 a.m.-9:00 a.m.,PMA 4.102,"CEPPARO, GUSTAVO E",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53770,Lower,MWF,8:00 a.m.-9:00 a.m.,PMA 4.102,"CEPPARO, GUSTAVO E",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53775,Lower,MWF,9:00 a.m.-10:00 a.m.,RLP 0.130,"MARTINES, THERESA N",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53780,Lower,MWF,9:00 a.m.-10:00 a.m.,RLP 0.130,"MARTINES, THERESA N",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53785,Lower,TTH,9:30 a.m.-11:00 a.m.,CPE 2.208,"WINTERER, ERICA",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53790,Lower,TTH,9:30 a.m.-11:00 a.m.,CPE 2.208,"WINTERER, ERICA",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53795,Lower,MWF,10:00 a.m.-11:00 a.m.,RLP 0.130,"MARTINES, THERESA N",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53800,Lower,MWF,10:00 a.m.-11:00 a.m.,RLP 0.130,"MARTINES, THERESA N",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53805,Lower,MWF,11:00 a.m.-12:00 p.m.,CPE 2.208,"CEPPARO, GUSTAVO E",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53810,Lower,MWF,11:00 a.m.-12:00 p.m.,CPE 2.208,"CEPPARO, GUSTAVO E",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53815,Lower,TTH,11:00 a.m.-12:30 p.m.,GSB 2.126,"REYES, NICOLAS",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53820,Lower,TTH,11:00 a.m.-12:30 p.m.,GSB 2.126,"REYES, NICOLAS",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53825,Lower,MWF,12:00 p.m.-1:00 p.m.,RLP 0.126,"ANSARI, HASEEB",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53830,Lower,MWF,12:00 p.m.-1:00 p.m.,RLP 0.126,"ANSARI, HASEEB",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53835,Lower,MWF,1:00 p.m.-2:00 p.m.,CPE 2.208,"MENDEZ, ANA CLARISA",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53840,Lower,MWF,1:00 p.m.-2:00 p.m.,CPE 2.208,"MENDEZ, ANA CLARISA",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53845,Lower,MWF,2:00 p.m.-3:00 p.m.,CPE 2.208,"MENDEZ, ANA CLARISA",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53850,Lower,MWF,2:00 p.m.-3:00 p.m.,CPE 2.208,"MENDEZ, ANA CLARISA",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53855,Lower,MWF,3:00 p.m.-4:00 p.m.,GSB 2.126,"CABRERA, CYNTHIA",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53860,Lower,MWF,3:00 p.m.-4:00 p.m.,GSB 2.126,"CABRERA, CYNTHIA",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53865,Lower,TTH,3:30 p.m.-5:00 p.m.,GSB 2.126,"REYES, NICOLAS",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53870,Lower,TTH,3:30 p.m.-5:00 p.m.,GSB 2.126,"REYES, NICOLAS",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53875,Lower,MWF,4:00 p.m.-5:00 p.m.,PMA 4.102,"ANSARI, HASEEB",,,
M,"408D SEQ, SERIES, AND MULTIVAR CALC",53880,Lower,MWF,4:00 p.m.-5:00 p.m.,PMA 4.102,"ANSARI, HASEEB",,,
M,408K DIFFERENTIAL CALCULUS,53885,Lower,MWF,9:00 a.m.-10:00 a.m.,CPE 2.208,"WOLESENSKY, KRISTIN D",Quantitative Reasoning,Mathematics,
M,408K DIFFERENTIAL CALCULUS,53890,Lower,MWF,9:00 a.m.-10:00 a.m.,CPE 2.208,"WOLESENSKY, KRISTIN D",Quantitative Reasoning,Mathematics,
M,408K DIFFERENTIAL CALCULUS,53893,Lower,MWF,12:00 p.m.-1:00 p.m.,GSB 2.126,"PACE, TRISTAN",Quantitative Reasoning,Mathematics,
M,325K DISCRETE MATHEMATICS,54070,Upper,MWF,8:00 a.m.-9:00 a.m.,RLP 1.108,"MARTINES, THERESA N",Writing,,
M,325K DISCRETE MATHEMATICS,54075,Upper,TTH,9:30 a.m.-11:00 a.m.,PMA 5.116,"HARPER, SHINKO K",,,
M,325K DISCRETE MATHEMATICS,54080,Upper,TTH,11:00 a.m.-12:30 p.m.,PMA 5.124,"AUSTIN, JENNIFER",Writing Independent Inquiry,,
M,325K DISCRETE MATHEMATICS,54085,Upper,MWF,1:00 p.m.-2:00 p.m.,PMA 5.120,"MONTAGUE, IAN A",,,
M,325K DISCRETE MATHEMATICS,54090,Upper,TTH,12:30 p.m.-2:00 p.m.,PMA 5.120,"AUSTIN, JENNIFER",Writing Independent Inquiry,,
M,325K DISCRETE MATHEMATICS,54095,Upper,MWF,10:00 a.m.-11:00 a.m.,CPE 2.212,"SATHASIVAN, KANTHIMATHI",,,
M,325K DISCRETE MATHEMATICS,54100,Upper,MWF,11:00 a.m.-12:00 p.m.,PMA 7.104,"HAGER, AMANDA",,,
M,325K DISCRETE MATHEMATICS,54105,Upper,MWF,2:00 p.m.-3:00 p.m.,PHR 2.110,"SATHASIVAN, KANTHIMATHI",,,
M,325K DISCRETE MATHEMATICS,54110,Upper,MWF,9:00 a.m.-10:00 a.m.,PMA 5.114,"WILLIAMS, SHAWN",,,
M,325K DISCRETE MATHEMATICS,54114,Upper,MWF,3:00 p.m.-4:00 p.m.,PMA 5.116,"PACE, TRISTAN",,,
M,325K DISCRETE MATHEMATICS-HONORS,54115,Upper,MWF,9:00 a.m.-10:00 a.m.,,"STARBIRD, MICHAEL P",,,
M,427J DIFF EQNS W LINEAR ALG: HON,54120,Upper,TTH,9:30 a.m.-11:00 a.m.,PMA 5.104,"BECKNER, WILLIAM",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54125,Upper,MWF,11:00 a.m.-12:00 p.m.,PMA 4.102,"METH, JOHN C",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54130,Upper,TTH,11:00 a.m.-12:30 p.m.,PMA 4.102,"MILLS, CHARLES D",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54135,Upper,MWF,12:00 p.m.-1:00 p.m.,PMA 4.102,"METH, JOHN C",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54140,Upper,TTH,12:30 p.m.-2:00 p.m.,GSB 2.126,"SAROWER, FARHANA",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54145,Upper,MWF,1:00 p.m.-2:00 p.m.,PMA 4.102,"LOMELI, HECTOR E",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54150,Upper,MWF,2:00 p.m.-3:00 p.m.,CAL 100,"OSBORN, JOHN MICHAEL",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54155,Upper,TTH,2:00 p.m.-3:30 p.m.,CPE 2.208,"STARON, ERIC J",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54160,Upper,TTH,3:30 p.m.-5:00 p.m.,ETC 2.108,"SAROWER, FARHANA",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54165,Upper,TTH,5:00 p.m.-6:30 p.m.,CPE 2.214,"MILLS, CHARLES D",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54168,Upper,TTH,3:30 p.m.-5:00 p.m.,BEL 328,"BLAZEK, KIRK D",,,
M,427J DIFF EQNS WITH LINEAR ALGEBRA,54169,Upper,MWF,9:00 a.m.-10:00 a.m.,PAI 3.02,"LOMELI, HECTOR E",,,
M,427L ADV CALCULUS FOR APPLICATNS II,54170,Upper,TTH,9:30 a.m.-11:00 a.m.,PMA 4.102,"BLAZEK, KIRK D",,,
M,427L ADV CALCULUS FOR APPLICATNS II,54175,Upper,MWF,11:00 a.m.-12:00 p.m.,CPE 2.214,"MACEDO, ALEX",,,
M,427L ADV CALCULUS FOR APPLICATNS II,54180,Upper,MWF,12:00 p.m.-1:00 p.m.,CPE 2.214,"MACEDO, ALEX",,,
M,427L ADV CALCULUS FOR APPLICATNS II,54185,Upper,TTH,12:30 p.m.-2:00 p.m.,PMA 4.102,"BLAZEK, KIRK D",,,
M,427L ADV CALCULUS FOR APPLICATNS II,54190,Upper,MWF,2:00 p.m.-3:00 p.m.,RLP 0.126,"ANSARI, HASEEB",,,
M,427L ADV CALCULUS FOR APPLICATNS II,54194,Upper,MWF,2:00 p.m.-3:00 p.m.,BEL 328,"MACEDO, ALEX",,,
M,328K INTRODUCTION TO NUMBER THEORY,54195,Upper,MWF,11:00 a.m.-12:00 p.m.,PMA 7.124,"LOMELI, HECTOR E",,,
M,328K INTRODUCTION TO NUMBER THEORY,54200,Upper,MWF,12:00 p.m.-1:00 p.m.,PMA 7.124,"LOMELI, HECTOR E",,,
M,328K INTRODUCTION TO NUMBER THEORY,54205,Upper,TTH,9:30 a.m.-11:00 a.m.,ECJ 1.222,"MINER, ZACHARY L",Independent Inquiry,,
M,328K INTRODUCTION TO NUMBER THEORY,54210,Upper,TTH,12:30 p.m.-2:00 p.m.,PMA 5.124,"LAI, SHILIN",,,
M,328K INTRODUCTION TO NUMBER THEORY,54215,Upper,TTH,3:30 p.m.-5:00 p.m.,PMA 5.118,"MINER, ZACHARY L",Independent Inquiry,,
M,329F THEORY OF INTEREST,54220,Upper,TTH,5:00 p.m.-6:30 p.m.,CPE 2.216,"STARON, ERIC J",,,
M,329F THEORY OF INTEREST,54225,Upper,TTH,3:30 p.m.-5:00 p.m.,CPE 2.216,"STARON, ERIC J",,,
M,329F THEORY OF INTEREST,54230,Upper,TTH,9:30 a.m.-11:00 a.m.,PMA 5.114,"AUSTIN, JENNIFER",Independent Inquiry,,
M,333L STRUCTURE OF MODERN GEOMETRY,54235,Upper,MWF,11:00 a.m.-12:00 p.m.,PMA 5.120,"OSBORN, JOHN MICHAEL",Writing,,
M,333L STRUCTURE OF MODERN GEOMETRY,54240,Upper,MWF,12:00 p.m.-1:00 p.m.,PMA 5.120,"OSBORN, JOHN MICHAEL",Writing,,
M,339C ACTUARIAL CASE STUDIES,54245,Upper,TTH,12:30 p.m.-2:00 p.m.,JES A216A,"WALCH, ALISA H",Independent Inquiry,,
M E,302 INTRO TO ENGR DSGN & GRAPHICS,18700,Lower,TH,3:00 p.m.-4:00 p.m.,BUR 136,"RYLANDER, CHRISTOPHER G",,,
M E,302 INTRO TO ENGR DSGN & GRAPHICS,18705,Lower,TH,3:00 p.m.-4:00 p.m.,BUR 136,"RYLANDER, CHRISTOPHER G",,,
M E,302 INTRO TO ENGR DSGN & GRAPHICS,18710,Lower,TH,3:00 p.m.-4:00 p.m.,BUR 136,"RYLANDER, CHRISTOPHER G",,,
M E,302 INTRO TO ENGR DSGN & GRAPHICS,18715,Lower,TH,4:00 p.m.-5:00 p.m.,BUR 112,"RYLANDER, CHRISTOPHER G",,,
M E,302 INTRO TO ENGR DSGN & GRAPHICS,18720,Lower,TH,4:00 p.m.-5:00 p.m.,BUR 112,"RYLANDER, CHRISTOPHER G",,,
M E,302 INTRO TO ENGR DSGN & GRAPHICS,18725,Lower,TH,4:00 p.m.-5:00 p.m.,BUR 112,"RYLANDER, CHRISTOPHER G",,,
M E,103 STDS IN ENGR DESIGN GRAPHICS,18728,Lower,TH,4:00 p.m.-5:00 p.m.,BUR 112,"RYLANDER, CHRISTOPHER G",,,
M E,302 INTRO TO ENGR DSGN/GRAPH-ESP,18729,Lower,,,,"WOOD, BILLY H JR",,,
M E,210 ENGINEERING DESIGN GRAPHICS,18730,Lower,TH,3:00 p.m.-4:00 p.m.,BUR 136,"RYLANDER, CHRISTOPHER G",,,
M E,210 ENGINEERING DESIGN GRAPHICS,18735,Lower,TH,3:00 p.m.-4:00 p.m.,BUR 136,"RYLANDER, CHRISTOPHER G",,,
M E,210 ENGINEERING DESIGN GRAPHICS,18740,Lower,TH,3:00 p.m.-4:00 p.m.,BUR 136,"RYLANDER, CHRISTOPHER G",,,
M E,210 ENGINEERING DESIGN GRAPHICS,18745,Lower,TH,4:00 p.m.-5:00 p.m.,BUR 112,"RYLANDER, CHRISTOPHER G",,,
M E,210 ENGINEERING DESIGN GRAPHICS,18750,Lower,TH,4:00 p.m.-5:00 p.m.,BUR 112,"RYLANDER, CHRISTOPHER G",,,
M E,210 ENGINEERING DESIGN GRAPHICS,18755,Lower,TH,4:00 p.m.-5:00 p.m.,BUR 112,"RYLANDER, CHRISTOPHER G",,,
M E,210 INTRO TO ENGR DSGN/GRAPH-ESP,18759,Lower,,,,"WOOD, BILLY H JR",,,
M E,310T APPLIED THERMODYNAMICS,18760,Lower,TTH,2:00 p.m.-3:30 p.m.,GSB 2.124,"WEBBER, MICHAEL",,,
M E,314D DYNAMICS,18765,Lower,MWF,9:00 a.m.-10:00 a.m.,GSB 2.124,"FEY, NICHOLAS P",,,
M E,314D DYNAMICS,18770,Lower,MWF,9:00 a.m.-10:00 a.m.,GSB 2.124,"FEY, NICHOLAS P",,,
M E,314D DYNAMICS,18775,Lower,MWF,9:00 a.m.-10:00 a.m.,GSB 2.124,"FEY, NICHOLAS P",,,
M E,314D DYNAMICS,18780,Lower,MWF,9:00 a.m.-10:00 a.m.,GSB 2.124,"FEY, NICHOLAS P",,,
M E,314D DYNAMICS,18785,Lower,MWF,9:00 a.m.-10:00 a.m.,GSB 2.124,"FEY, NICHOLAS P",,,
M E,314D DYNAMICS,18790,Lower,MWF,9:00 a.m.-10:00 a.m.,GSB 2.124,"FEY, NICHOLAS P",,,
M E,314D DYNAMICS,18795,Lower,MWF,9:00 a.m.-10:00 a.m.,GSB 2.124,"FEY, NICHOLAS P",,,
M E,314D DYNAMICS,18800,Lower,MWF,9:00 a.m.-10:00 a.m.,GSB 2.124,"FEY, NICHOLAS P",,,
M E,316T THERMODYNAMICS,18805,Lower,MWF,11:00 a.m.-12:00 p.m.,ETC 2.108,"HALL, MATTHEW J",,,
M E,316T THERMODYNAMICS,18810,Lower,MWF,11:00 a.m.-12:00 p.m.,ETC 2.108,"HALL, MATTHEW J",,,
M E,316T THERMODYNAMICS,18815,Lower,MWF,11:00 a.m.-12:00 p.m.,ETC 2.108,"HALL, MATTHEW J",,,
M E,316T THERMODYNAMICS,18818,Lower,TTH,9:30 a.m.-11:00 a.m.,ETC 3.112,"HUTTER, TANYA",,,
M E,316T THERMODYNAMICS,18819,Lower,TTH,9:30 a.m.-11:00 a.m.,ETC 3.112,"HUTTER, TANYA",,,
M E,318M PROGRAM & ENGR COMP METHODS,18820,Lower,TTH,8:00 a.m.-9:30 a.m.,ETC 2.108,"CONNOLLY, THOMAS J",,,
M E,318M PROGRAM & ENGR COMP METHODS,18825,Lower,TTH,8:00 a.m.-9:30 a.m.,ETC 2.108,"CONNOLLY, THOMAS J",,,
M E,318M PROGRAM & ENGR COMP METHODS,18830,Lower,TTH,8:00 a.m.-9:30 a.m.,ETC 2.108,"CONNOLLY, THOMAS J",,,
M E,318M PROGRAM & ENGR COMP METHODS,18835,Lower,TTH,8:00 a.m.-9:30 a.m.,ETC 2.108,"CONNOLLY, THOMAS J",,,
M E,318M PROGRAM & ENGR COMP METHODS,18840,Lower,TTH,11:00 a.m.-12:30 p.m.,ETC 2.108,"RODRIGUEZ, ADRIAN",,,
M E,318M PROGRAM & ENGR COMP METHODS,18845,Lower,TTH,11:00 a.m.-12:30 p.m.,ETC 2.108,"RODRIGUEZ, ADRIAN",,,
M E,318M PROGRAM & ENGR COMP METHODS,18850,Lower,TTH,11:00 a.m.-12:30 p.m.,ETC 2.108,"RODRIGUEZ, ADRIAN",,,
M E,318M PROGRAM & ENGR COMP METHODS,18855,Lower,TTH,11:00 a.m.-12:30 p.m.,ETC 2.108,"RODRIGUEZ, ADRIAN",,,
M E,318M PROGRAM/ENGR COMP MTHDS-GBR,18859,Lower,,,,"DICARLO, DAVID",,,
M E,330 FLUID MECHANICS,18860,Upper,TTH,9:30 a.m.-11:00 a.m.,ASE 1.126,"BOGARD, DAVID G",,,
M E,330 FLUID MECHANICS,18865,Upper,TTH,2:00 p.m.-3:30 p.m.,ETC 2.136,"ELLZEY, JANET L",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18870,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18875,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18880,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18885,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18890,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18895,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18900,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18905,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18910,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18915,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18920,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,130L EXPERIMENTAL FLUID MECHANICS,18925,Upper,TH,5:00 p.m.-6:00 p.m.,CPE 2.208,"BEN-YAKAR, ADELA",,,
M E,334 MATERIALS ENGINEERING,18930,Upper,MWF,9:00 a.m.-10:00 a.m.,CPE 2.218,"ZHENG, YUEBING",,,
M E,334 MATERIALS ENGINEERING,18935,Upper,TTH,11:00 a.m.-12:30 p.m.,CPE 2.210,"YU, GUIHUA",,,
M E,334 MATERIALS ENGINEERING,18940,Upper,TTH,11:00 a.m.-12:30 p.m.,ETC 3.112,"HUTTER, TANYA",,,
M E,334 MATERIALS ENGINEERING,18945,Upper,MWF,1:00 p.m.-2:00 p.m.,ETC 3.108,"LIU, YUANYUE",,,
M E,134L MATERIALS ENGINEERING LAB,18950,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18955,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18960,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18965,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18970,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18975,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18980,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18985,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18990,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,134L MATERIALS ENGINEERING LAB,18995,Upper,T,5:00 p.m.-6:30 p.m.,CPE 2.208,"DAVIES, DEREK WILLIAM",,,
M E,335 ENGINEERING STATISTICS,19000,Upper,TTH,8:00 a.m.-9:30 a.m.,ECJ 1.202,"HASENBEIN, JOHN J",Quantitative Reasoning,,
M E,335 ENGINEERING STATISTICS,19005,Upper,TTH,8:00 a.m.-9:30 a.m.,ECJ 1.202,"HASENBEIN, JOHN J",Quantitative Reasoning,,
M E,335 ENGINEERING STATISTICS,19010,Upper,TTH,8:00 a.m.-9:30 a.m.,ECJ 1.202,"HASENBEIN, JOHN J",Quantitative Reasoning,,
M E,335 ENGINEERING STATISTICS,19015,Upper,TTH,8:00 a.m.-9:30 a.m.,ECJ 1.202,"HASENBEIN, JOHN J",Quantitative Reasoning,,
M E,335 ENGINEERING STATISTICS,19020,Upper,TTH,8:00 a.m.-9:30 a.m.,ECJ 1.202,"HASENBEIN, JOHN J",Quantitative Reasoning,,
M E,335 ENGINEERING STATISTICS,19025,Upper,TTH,8:00 a.m.-9:30 a.m.,ECJ 1.202,"HASENBEIN, JOHN J",Quantitative Reasoning,,
M E,337G NUCLEAR SAFETY AND SECURITY,19030,Upper,TTH,2:00 p.m.-3:30 p.m.,ETC 3.142,"HAAS, DEREK A",,,
M E,338 MACHINE ELEMENTS,19035,Upper,MWF,1:00 p.m.-2:00 p.m.,ETC 2.136,"DAVIES, DEREK WILLIAM",,,
M E,338 MACHINE ELEMENTS,19040,Upper,MWF,2:00 p.m.-3:00 p.m.,ETC 2.136,"DAVIES, DEREK WILLIAM",,,
M E,338 MACHINE ELEMENTS-NED,19044,Upper,,,,"CULLINAN, MICHAEL ARTHUR",,,
M E,339 HEAT TRANSFER,19045,Upper,TTH,2:00 p.m.-3:30 p.m.,PHR 2.108,"KEENA, JOSHUA M",,,
M E,339 HEAT TRANSFER,19050,Upper,TTH,9:30 a.m.-11:00 a.m.,ETC 2.136,"RYLANDER, MARISSA N",,,
M S,000 LEADERSHIP LABORATORY,41295,Lower,TH,3:30 p.m.-6:30 p.m.,MEZ 1.306,"RINALDI, MARIA E",,,
M S,304 AMER MLTRY HIST: 1775-PRSNT,41300,Lower,MWF,8:00 a.m.-9:00 a.m.,RLP 5.410,"JONES, TIMOTHY M",,,
M S,209K BASIC MILITARY SCIENCE I-B,41305,Lower,TTH,10:00 a.m.-11:00 a.m.,RLP 5.410,"RINALDI, MARIA E",,,
M S,209K BASIC MILITARY SCIENCE I-B,41310,Lower,TTH,1:00 p.m.-2:00 p.m.,RLP 5.410,"RINALDI, MARIA E",,,
M S,219K BASIC MILITARY SCIENCE II-B,41315,Lower,TTH,9:00 a.m.-10:00 a.m.,RLP 5.410,"RINALDI, MARIA E",,,
M S,219K BASIC MILITARY SCIENCE II-B,41320,Lower,MW,1:00 p.m.-2:00 p.m.,RLP 5.410,"RINALDI, MARIA E",,,
M S,329K ADVANCE MILITARY SCIENCE III-B,41325,Upper,TTH,2:00 p.m.-3:30 p.m.,RLP 5.410,"RINALDI, MARIA E",,,
M S,339K ADVANCED MILITARY SCIENCE IV-B,41330,Upper,MW,8:30 a.m.-10:00 a.m.,RLP 5.410,"RINALDI, MARIA E",,,
M S,379K ADVANCED MILITARY SCIENCE V-B,41335,Upper,TTH,7:30 a.m.-9:00 a.m.,RLP 5.410,"RINALDI, MARIA E",,,
MAL,507 FIRST-YEAR MALAYALAM II,33570,Lower,MW,12:00 p.m.-1:00 p.m.,GAR 3.116,"MANAYATHU SASI, DARSANA",,,
MAL,312L SECOND-YEAR MALAYALAM II,33575,Lower,TTH,2:00 p.m.-3:30 p.m.,PAR 214,"MANAYATHU SASI, DARSANA",,,
MAL,330F SHORT NOVELS OF BASHEER,33580,Upper,MW,2:30 p.m.-4:00 p.m.,MEZ 1.216,"MANAYATHU SASI, DARSANA",,,
MAL,360 CONF CRS MALAYALAM LANG & LIT,33585,Upper,,,,,,,
MAN,101T LEADRSHP CHALLENGES/INNOVATION,05705,Lower,M,11:00 a.m.-12:00 p.m.,CBA 4.340,"PRILIPKO, EVGENIA",,,
MAN,101T LEADRSHP CHALLENGES/INNOVATION,05710,Lower,T,2:00 p.m.-3:00 p.m.,CBA 4.304,"PRILIPKO, EVGENIA",,,
MAN,320F FNDTNS MGMT/ORG BEHAVIOR-WB,05715,Upper,,,,"AROIAN, MIHRAN A",,,
MAN,320F FNDTNS MGMT/ORG BEHAVIOR-WB,05720,Upper,,,,"AROIAN, MIHRAN A",,,
MAN,320F FNDTNS OF MGMT/ORG BEHAVIOR,05725,Upper,TTH,9:30 a.m.-11:00 a.m.,UTC 3.102,"AROIAN, MIHRAN A",,,
MAN,325 STRATEG HUMAN RESOURCES MGMT,05730,Upper,MW,2:00 p.m.-3:30 p.m.,GSB 2.122,"LOESCHER, KRISTIE J",,,
MAN,327 INNOVATION/ENTREPRENEURSHIP,05735,Upper,TTH,9:30 a.m.-11:00 a.m.,SZB 3.508,"LI, CHA",,,
MAN,327 INNOVATION/ENTREPRENEURSHIP,05740,Upper,TTH,11:00 a.m.-12:30 p.m.,SZB 3.508,"LI, CHA",,,
MAN,327 INNOVATION/ENTREPRENEURSHIP,05745,Upper,TTH,12:30 p.m.-2:00 p.m.,SZB 3.508,"LI, CHA",,,
MAN,327 INNOVATION/ENTREPRENEURSHIP,05750,Upper,TTH,12:30 p.m.-2:00 p.m.,GSB 2.122,"NELSON, JIM L",,,
MAN,327E NEW VENTURE MECHANICS,05755,Upper,MW,8:00 a.m.-9:30 a.m.,CBA 4.328,"MARSHALL, ZACH",,,
